Symbol,Entry Date,Exit Date,Entry Price,Exit Price,Return %,P/L $,Pattern Type,Pattern Score,Position Size
AAPL,2017-04-04,2017-05-17,33.48,34.89,4.21,42.14,impulse,0.899,1000.00
